event_type,timestamp_s,sample_index,channel,polarity,amplitude_uv,label,raw_label,onset_s,duration_s
ADM,100.5234375,12867.0,T5,DN,-423.93415818230636,,,,
ADM,100.5390625,12869.0,F3,UP,435.9195645736165,,,,
ADM,100.5390625,12869.0,Fp2,UP,479.0247164068041,,,,
ADM,100.546875,12870.0,P3,DN,-464.44713739911003,,,,
ADM,100.5546875,12871.0,Cz,DN,-531.3693220818884,,,,
ADM,100.5546875,12871.0,Fz,UP,555.6767931712997,,,,
ADM,100.5546875,12871.0,T3,DN,-464.4194431521006,,,,
ADM,100.5625,12872.0,F4,UP,418.91517372684575,,,,
ADM,100.5625,12872.0,F7,UP,487.2663076495924,,,,
ADM,100.5625,12872.0,F8,UP,576.0024344835891,,,,
ADM,100.5625,12872.0,Fp2,UP,582.6859095013948,,,,
ADM,100.5625,12872.0,O2,DN,-406.3905110435525,,,,
ADM,100.5625,12872.0,Pz,DN,-588.1431802582523,,,,
ADM,100.5703125,12873.0,Fp1,UP,456.5746812653067,,,,
ADM,100.5703125,12873.0,O1,DN,-636.4073984541723,,,,
ADM,100.5703125,12873.0,P4,DN,-447.17798014777435,,,,
ADM,100.5703125,12873.0,T5,DN,-554.9207810294973,,,,
ADM,100.5703125,12873.0,T6,DN,-585.1068123593275,,,,
ADM,100.578125,12874.0,Fz,UP,414.03220113121733,,,,
ADM,100.578125,12874.0,P3,DN,-469.4860273001143,,,,
ADM,100.5859375,12875.0,F3,UP,506.4669202563178,,,,
ADM,100.5859375,12875.0,F4,UP,426.1252474201164,,,,
ADM,100.5859375,12875.0,F7,UP,434.5887660948872,,,,
ADM,100.59375,12876.0,Pz,DN,-403.7426015965666,,,,
ADM,100.609375,12878.0,O2,DN,-417.3960997810861,,,,
ADM,100.6171875,12879.0,Fp1,UP,423.1644899650233,,,,
ADM,100.6171875,12879.0,O1,DN,-482.7021779478779,,,,
ADM,100.6328125,12881.0,Fp2,UP,402.2215332264527,,,,
ADM,100.640625,12882.0,F7,DN,-600.9280215412986,,,,
ADM,100.6484375,12883.0,P3,UP,601.8758058339072,,,,
ADM,100.6484375,12883.0,T3,UP,422.26288826737266,,,,
ADM,100.6484375,12883.0,T5,UP,705.97443717615,,,,
ADM,100.65625,12884.0,F3,DN,-506.8526422848729,,,,
ADM,100.65625,12884.0,F8,DN,-540.3145834369907,,,,
ADM,100.65625,12884.0,Fp1,DN,-542.0011041284595,,,,
ADM,100.65625,12884.0,Fz,DN,-548.1854069893865,,,,
ADM,100.65625,12884.0,O1,UP,423.67972381769886,,,,
ADM,100.6640625,12885.0,C3,UP,566.7301880985476,,,,
ADM,100.6640625,12885.0,Cz,UP,435.42311647392864,,,,
ADM,100.6640625,12885.0,F4,DN,-436.18017744952925,,,,
ADM,100.6640625,12885.0,Fp2,DN,-686.4564819299424,,,,
ADM,100.6796875,12887.0,F8,DN,-427.46375645503275,,,,
ADM,100.6796875,12887.0,O2,UP,475.60934854995344,,,,
ADM,100.6796875,12887.0,P4,UP,401.6059713526005,,,,
ADM,100.6875,12888.0,Fz,DN,-442.1740258027154,,,,
ADM,100.6875,12888.0,T4,DN,-455.04416697631535,,,,
ADM,100.6953125,12889.0,F4,DN,-447.9468311876914,,,,
ADM,100.6953125,12889.0,F7,UP,548.1514431776438,,,,
ADM,100.6953125,12889.0,Fp2,DN,-530.1988099311124,,,,
ADM,100.703125,12890.0,Pz,UP,481.90982175523374,,,,
ADM,100.703125,12890.0,T3,UP,453.8474715091008,,,,
ADM,100.7109375,12891.0,T5,UP,477.7851258291586,,,,
ADM,100.7109375,12891.0,T6,UP,405.31654711203953,,,,
ADM,100.71875,12892.0,O1,UP,441.52048068259614,,,,
ADM,100.7265625,12893.0,P3,UP,447.4346548298409,,,,
ADM,100.734375,12894.0,F7,DN,-549.092498095304,,,,
ADM,100.7421875,12895.0,Fp1,DN,-436.0378711334182,,,,
ADM,100.7578125,12897.0,Pz,UP,470.2695716075599,,,,
ADM,100.8046875,12903.0,F8,UP,465.22407115088043,,,,
ADM,100.8046875,12903.0,T3,DN,-424.62106380471704,,,,
ADM,100.8125,12904.0,T5,DN,-495.0518449412973,,,,
ADM,100.8203125,12905.0,Fp2,UP,462.76433954076896,,,,
ADM,100.8359375,12907.0,O2,UP,402.32393278465156,,,,
ADM,100.8359375,12907.0,T4,UP,414.0111207875629,,,,
ADM,100.84375,12908.0,C3,DN,-421.51914755904625,,,,
ADM,100.8515625,12909.0,Fz,UP,421.1945602724736,,,,
ADM,100.8515625,12909.0,P3,DN,-438.106645407335,,,,
ADM,100.875,12912.0,F4,UP,421.4435639365301,,,,
ADM,100.875,12912.0,F8,UP,466.41967962245405,,,,
ADM,100.8828125,12913.0,Fp2,UP,461.86722224422124,,,,
ADM,100.890625,12914.0,Pz,DN,-419.50782577146856,,,,
ADM,100.890625,12914.0,T5,DN,-409.76825430567845,,,,
ADM,100.8984375,12915.0,Fp1,UP,459.36393118930425,,,,
ADM,100.90625,12916.0,Fz,UP,408.5593826493262,,,,
ADM,100.90625,12916.0,T3,DN,-419.8610988254145,,,,
ADM,100.9140625,12917.0,Cz,DN,-526.3626531495131,,,,
ADM,100.9140625,12917.0,T6,DN,-419.6279405075492,,,,
ADM,100.9296875,12919.0,P4,DN,-467.49353502367836,,,,
ADM,100.9375,12920.0,O1,DN,-427.9518461480335,,,,
ADM,100.9375,12920.0,O2,DN,-414.4747090994059,,,,
ADM,100.9453125,12921.0,C4,DN,-423.16586516827795,,,,
ADM,100.9453125,12921.0,Pz,DN,-456.44388308029,,,,
ADM,100.953125,12922.0,F7,UP,452.1544044136775,,,,
ADM,100.9609375,12923.0,Fp2,UP,410.42794343621597,,,,
ADM,100.984375,12926.0,Fp1,UP,415.0426663885905,,,,
ADM,101.0,12928.0,F8,DN,-441.31885651086276,,,,
ADM,101.015625,12930.0,Fp2,DN,-410.29458527612786,,,,
ADM,101.0390625,12933.0,Fz,DN,-423.8110403177651,,,,
ADM,101.0390625,12933.0,T3,UP,471.96102090550204,,,,
ADM,101.0390625,12933.0,T5,UP,521.5260630726827,,,,
ADM,101.046875,12934.0,C3,UP,426.62073724134257,,,,
ADM,101.046875,12934.0,T6,UP,403.93774655494593,,,,
ADM,101.0625,12936.0,Fp2,DN,-401.7085902506447,,,,
ADM,101.0625,12936.0,P3,UP,453.3498444539103,,,,
ADM,101.078125,12938.0,Fp1,DN,-451.5392554066453,,,,
ADM,101.0859375,12939.0,Pz,UP,424.5953627417902,,,,
ADM,101.109375,12942.0,Cz,UP,402.8968664745783,,,,
ADM,101.1171875,12943.0,F7,DN,-478.7722473551746,,,,
ADM,101.140625,12946.0,P4,UP,410.546173970923,,,,
ADM,101.1640625,12949.0,C4,UP,411.4371042516528,,,,
ADM,101.171875,12950.0,Fp2,UP,412.4916399083887,,,,
ADM,101.1796875,12951.0,T5,DN,-453.8489873604481,,,,
ADM,101.1875,12952.0,T6,DN,-408.25497307246036,,,,
ADM,101.1953125,12953.0,C3,DN,-401.04603372173125,,,,
ADM,101.1953125,12953.0,T3,DN,-450.887836419041,,,,
ADM,101.2109375,12955.0,P3,DN,-437.156130980137,,,,
ADM,101.296875,12966.0,F7,UP,488.53830994526635,,,,
ADM,101.296875,12966.0,Fp1,UP,409.24369963798915,,,,
ADM,101.296875,12966.0,T4,DN,-401.5782877905404,,,,
ADM,101.3203125,12969.0,F4,DN,-426.0700463548667,,,,
ADM,101.3203125,12969.0,T5,UP,475.6540135982932,,,,
ADM,101.328125,12970.0,C4,DN,-422.9347612236642,,,,
ADM,101.328125,12970.0,Cz,DN,-400.6974532380454,,,,
ADM,101.328125,12970.0,O2,UP,413.6952277717499,,,,
ADM,101.34375,12972.0,T3,UP,415.4981024052059,,,,
ADM,101.390625,12978.0,C3,UP,445.7063392036473,,,,
ADM,101.3984375,12979.0,F8,DN,-477.70735823332916,,,,
ADM,101.421875,12982.0,Fp2,DN,-426.5828419104235,,,,
ADM,101.4453125,12985.0,O1,UP,422.1686353424544,,,,
ADM,101.4765625,12989.0,F7,DN,-400.8922837345944,,,,
ADM,101.4765625,12989.0,Fp1,DN,-407.1325032545376,,,,
ADM,101.4765625,12989.0,Pz,UP,402.2269114946639,,,,
ADM,101.4921875,12991.0,Fz,DN,-408.3164796663282,,,,
ADM,101.5625,13000.0,F8,UP,405.3491328976135,,,,
ADM,101.6171875,13007.0,C4,UP,409.5390929682994,,,,
ADM,101.6796875,13015.0,Fz,UP,408.4673324004744,,,,
ADM,101.703125,13018.0,C3,DN,-414.08944182251275,,,,
ADM,101.71875,13020.0,Cz,UP,427.8999810689674,,,,
ADM,101.734375,13022.0,T6,UP,404.6729720712238,,,,
ADM,101.8125,13032.0,F4,UP,416.70336366051924,,,,
ADM,101.8125,13032.0,Fp2,UP,439.66823354503543,,,,
ADM,101.8203125,13033.0,O1,DN,-430.18494763842773,,,,
ADM,101.8359375,13035.0,T4,UP,432.45833749792286,,,,
ADM,101.9140625,13045.0,O2,DN,-408.7336718544547,,,,
ADM,101.9140625,13045.0,Pz,DN,-458.25532166851326,,,,
ADM,101.921875,13046.0,F7,UP,427.5594124293786,,,,
ADM,101.9765625,13053.0,F8,DN,-425.43611466334426,,,,
ADM,101.9765625,13053.0,T4,DN,-415.1968788069544,,,,
ADM,101.984375,13054.0,Fp2,DN,-406.5084706623061,,,,
ADM,102.0625,13064.0,Pz,UP,410.97140976221215,,,,
ADM,102.078125,13066.0,O1,UP,404.20149581029943,,,,
ADM,102.078125,13066.0,T6,DN,-419.7137358446603,,,,
ADM,102.1171875,13071.0,F7,DN,-419.05532921462907,,,,
ADM,102.125,13072.0,O2,UP,461.7592969072543,,,,
ADM,102.1640625,13077.0,Fp2,UP,411.133749712661,,,,
ADM,102.1640625,13077.0,P3,UP,434.97358291859183,,,,
ADM,102.21875,13084.0,F8,UP,426.2278122581325,,,,
ADM,102.25,13088.0,F4,DN,-419.1789446479283,,,,
ADM,102.28125,13092.0,T6,UP,418.35922920355654,,,,
ADM,102.328125,13098.0,Pz,DN,-423.90925641398536,,,,
ADM,102.3359375,13099.0,T4,UP,448.2571771430986,,,,
ADM,102.359375,13102.0,O2,DN,-534.3622105255739,,,,
ADM,102.375,13104.0,F4,UP,403.5014760360944,,,,
ADM,102.3984375,13107.0,P3,DN,-419.10501612390846,,,,
ADM,102.40625,13108.0,P4,DN,-431.9928873310888,,,,
ADM,102.4140625,13109.0,T6,DN,-413.6428550107792,,,,
ADM,102.421875,13110.0,F3,UP,418.9676535934361,,,,
ADM,102.421875,13110.0,O1,DN,-444.27501015460126,,,,
ADM,102.4296875,13111.0,Fp1,UP,400.9159027192512,,,,
ADM,102.4296875,13111.0,T5,DN,-436.4558239758273,,,,
ADM,102.5234375,13123.0,T3,DN,-436.98339236547434,,,,
ADM,102.546875,13126.0,F4,DN,-415.88556217417977,,,,
ADM,102.5546875,13127.0,O2,UP,428.10245909945985,,,,
ADM,102.5625,13128.0,Cz,DN,-414.58464391851584,,,,
ADM,102.5625,13128.0,F3,DN,-400.48022313869996,,,,
ADM,102.5625,13128.0,T6,UP,425.33454805139206,,,,
ADM,102.5703125,13129.0,T5,UP,409.80610837234934,,,,
ADM,102.7890625,13157.0,T3,UP,445.61048607231567,,,,
ADM,102.8125,13160.0,O1,UP,410.2682138616789,,,,
ADM,102.8984375,13171.0,T6,DN,-443.84434609172524,,,,
ADM,102.953125,13178.0,Cz,UP,403.15473512531497,,,,
ADM,103.0,13184.0,T5,DN,-403.97676924094475,,,,
ADM,103.2265625,13213.0,O2,DN,-406.04107756243263,,,,
ADM,103.3046875,13223.0,F3,UP,422.52936992495387,,,,
ADM,103.3203125,13225.0,F4,UP,420.77633462692853,,,,
ADM,103.4921875,13247.0,P4,UP,405.406979597604,,,,
ADM,103.5,13248.0,Fp1,DN,-411.4714129950597,,,,
ADM,103.5859375,13259.0,F3,DN,-442.4794490101695,,,,
ADM,103.6171875,13263.0,Cz,DN,-417.3529919193166,,,,
ADM,103.625,13264.0,F4,DN,-450.98380344459207,,,,
ADM,103.625,13264.0,Fz,DN,-410.19811096436223,,,,
ADM,103.625,13264.0,O2,UP,444.37479604600924,,,,
ADM,103.625,13264.0,T5,UP,408.75357820097946,,,,
ADM,103.6640625,13269.0,F7,UP,425.2019707314878,,,,
ADM,103.671875,13270.0,O1,DN,-405.9358550018825,,,,
ADM,103.890625,13298.0,O2,DN,-441.3749777763348,,,,
ADM,103.8984375,13299.0,Cz,UP,415.9543326742698,,,,
ADM,104.0390625,13317.0,F3,UP,404.6706112208723,,,,
ADM,104.0546875,13319.0,Fz,UP,423.01296311520093,,,,
ADM,104.0625,13320.0,T3,DN,-465.04704152079836,,,,
ADM,104.2734375,13347.0,O1,UP,429.85999779381086,,,,
ADM,104.2734375,13347.0,O2,UP,436.62804092718807,,,,
ADM,104.2734375,13347.0,T6,UP,429.0761394307036,,,,
ADM,104.359375,13358.0,P4,DN,-428.45184688160435,,,,
ADM,104.515625,13378.0,F7,DN,-456.19539005679064,,,,
ADM,104.5546875,13383.0,F4,UP,459.5693522835991,,,,
ADM,104.578125,13386.0,O2,DN,-430.65156253543694,,,,
ADM,104.5859375,13387.0,T5,DN,-439.0807334473411,,,,
ADM,104.703125,13402.0,T6,DN,-413.1283275246766,,,,
ADM,104.7890625,13413.0,O2,UP,448.1241608180093,,,,
ADM,104.84375,13420.0,Cz,DN,-438.3162140305496,,,,
ADM,104.9375,13432.0,T3,UP,401.88193028062767,,,,
ADM,104.953125,13434.0,F7,UP,441.6358517802685,,,,
ADM,105.0625,13448.0,T5,UP,413.7366860916334,,,,
ADM,105.0703125,13449.0,Fz,DN,-409.6707683604647,,,,
ADM,105.1171875,13455.0,P4,UP,441.23060396538136,,,,
ADM,105.1328125,13457.0,Cz,UP,435.55929969521253,,,,
ADM,105.1484375,13459.0,O2,DN,-411.16433713173933,,,,
ADM,105.59375,13516.0,F7,DN,-418.36651989790096,,,,
ADM,105.96875,13564.0,O1,DN,-428.41319614856167,,,,
ADM,105.984375,13566.0,F7,UP,419.8451527274303,,,,
ADM,106.15625,13588.0,P3,UP,408.4360813702087,,,,
ADM,106.1796875,13591.0,T4,DN,-428.39897741175645,,,,
ADM,106.484375,13630.0,O1,UP,401.4321285549286,,,,
ADM,106.53125,13636.0,O2,UP,408.5364051162041,,,,
ADM,106.6640625,13653.0,T5,DN,-403.1815751391739,,,,
ADM,106.703125,13658.0,Fz,UP,462.56687810492275,,,,
ADM,106.703125,13658.0,O1,DN,-413.96048487158197,,,,
ADM,106.71875,13660.0,F8,UP,457.5234318583006,,,,
ADM,106.71875,13660.0,Fp2,UP,413.10754829526235,,,,
ADM,106.71875,13660.0,P3,DN,-442.18847768758405,,,,
ADM,106.7265625,13661.0,Fp1,UP,416.0475034277018,,,,
ADM,106.7265625,13661.0,O2,DN,-432.19871322991423,,,,
ADM,106.7265625,13661.0,T3,DN,-407.4583710971612,,,,
ADM,106.7421875,13663.0,T4,UP,403.41344212662455,,,,
ADM,106.7734375,13667.0,Cz,DN,-422.66505576258174,,,,
ADM,106.78125,13668.0,F7,DN,-419.52487366996263,,,,
ADM,106.8125,13672.0,T6,UP,405.5308446531504,,,,
ADM,106.875,13680.0,Fp2,DN,-419.69468102565753,,,,
ADM,106.8984375,13683.0,F8,DN,-402.93120330649816,,,,
ADM,106.9375,13688.0,T5,UP,442.3997190491994,,,,
ADM,106.953125,13690.0,Fp1,DN,-438.61219108090336,,,,
ADM,106.96875,13692.0,P3,UP,415.61086391754486,,,,
ADM,106.9765625,13693.0,Cz,UP,440.1425411680161,,,,
ADM,106.9765625,13693.0,O1,UP,410.65481250463347,,,,
ADM,107.0,13696.0,Fz,DN,-406.33585985102275,,,,
ADM,107.1171875,13711.0,F4,DN,-431.94529341350614,,,,
ADM,107.21875,13724.0,O2,UP,412.682098248448,,,,
ADM,107.2578125,13729.0,F7,UP,437.2187308190388,,,,
ADM,107.328125,13738.0,Cz,DN,-409.45997041158955,,,,
ADM,107.3359375,13739.0,P3,DN,-493.83654466489963,,,,
ADM,107.5,13760.0,Fp1,UP,408.29280947091087,,,,
ADM,107.6015625,13773.0,Fz,UP,406.8553828707005,,,,
ADM,107.6640625,13781.0,T5,DN,-414.35464413036823,,,,
ADM,107.703125,13786.0,O2,DN,-426.71803516146105,,,,
ADM,107.796875,13798.0,P3,UP,402.4807519038073,,,,
ADM,107.8046875,13799.0,F7,DN,-412.85584041683046,,,,
ADM,108.0390625,13829.0,O2,UP,416.81602697903276,,,,
ADM,108.25,13856.0,F7,UP,407.9626259764399,,,,
ADM,108.2578125,13857.0,Fp2,UP,446.5896381282007,,,,
ADM,108.2734375,13859.0,O1,DN,-422.6762511489713,,,,
ADM,108.3671875,13871.0,Fp2,DN,-403.9198934542403,,,,
ADM,108.4140625,13877.0,Fz,DN,-414.5204081275092,,,,
ADM,108.4140625,13877.0,Pz,UP,453.8403899466819,,,,
ADM,108.4296875,13879.0,O1,UP,444.6323719903075,,,,
ADM,108.59375,13900.0,O1,DN,-404.8011782742389,,,,
ADM,108.6015625,13901.0,T6,DN,-424.1317180958158,,,,
ADM,108.7578125,13921.0,O2,DN,-432.9005142509356,,,,
ADM,108.7578125,13921.0,Pz,DN,-402.46000749369426,,,,
ADM,108.7734375,13923.0,F4,UP,424.27124416186234,,,,
ADM,108.78125,13924.0,Fp2,UP,412.07643138673035,,,,
ADM,108.7890625,13925.0,P3,DN,-425.26901422880826,,,,
ADM,109.171875,13974.0,O2,UP,413.90212855303605,,,,
ADM,109.203125,13978.0,P3,UP,426.41997125688107,,,,
ADM,109.203125,13978.0,T6,UP,403.6863541135493,,,,
ADM,109.2109375,13979.0,F7,DN,-407.3119120798792,,,,
ADM,109.2109375,13979.0,Fp2,DN,-435.2641438625395,,,,
ADM,109.34375,13996.0,T3,UP,443.83549888644416,,,,
ADM,109.3671875,13999.0,P4,DN,-409.681782540236,,,,
ADM,109.4765625,14013.0,O1,UP,417.9381932769218,,,,
ADM,109.703125,14042.0,O2,DN,-418.0558337749578,,,,
ADM,109.7421875,14047.0,Fp2,UP,456.4221855429052,,,,
ADM,110.1484375,14099.0,Fp2,DN,-414.7652909268812,,,,
ADM,110.15625,14100.0,F4,DN,-406.92758203728516,,,,
ADM,110.15625,14100.0,P4,UP,420.83987983522496,,,,
ADM,110.1640625,14101.0,O2,UP,430.82584100724324,,,,
ADM,110.421875,14134.0,T3,DN,-408.93518974192136,,,,
ADM,110.671875,14166.0,O1,DN,-415.3865598531518,,,,
ADM,110.6875,14168.0,O2,DN,-425.46123425635017,,,,
ADM,110.765625,14178.0,T6,DN,-497.5690001895093,,,,
ADM,110.7734375,14179.0,Fz,UP,404.12353563790174,,,,
ADM,110.859375,14190.0,O1,UP,414.3229495119568,,,,
ADM,111.03125,14212.0,O2,UP,413.64998945332337,,,,
ADM,111.1640625,14229.0,C4,DN,-423.398518755631,,,,
ADM,111.1796875,14231.0,Cz,DN,-424.8003970848372,,,,
ADM,111.1796875,14231.0,T5,UP,404.6447378913616,,,,
ADM,111.1796875,14231.0,T6,UP,573.5245183663661,,,,
ADM,111.1875,14232.0,P3,UP,413.59737076408396,,,,
ADM,111.1875,14232.0,T4,DN,-493.6560214357584,,,,
ADM,111.203125,14234.0,T3,UP,413.31500482952,,,,
ADM,111.2109375,14235.0,Fz,DN,-434.0499160255894,,,,
ADM,111.234375,14238.0,F7,UP,433.4957872780423,,,,
ADM,111.265625,14242.0,T6,DN,-400.8844007010999,,,,
ADM,111.28125,14244.0,P3,DN,-401.2068905584816,,,,
ADM,111.296875,14246.0,Cz,UP,414.24665324143194,,,,
ADM,111.3125,14248.0,P4,DN,-410.6498738360086,,,,
ADM,111.3203125,14249.0,Pz,UP,401.48652134241536,,,,
ADM,111.3359375,14251.0,C3,UP,424.919815896306,,,,
ADM,111.3359375,14251.0,O1,DN,-407.73017066360296,,,,
ADM,111.3359375,14251.0,O2,DN,-429.9083189060646,,,,
ADM,111.3359375,14251.0,T6,DN,-448.4335176303159,,,,
ADM,111.390625,14258.0,T4,UP,402.61635314068405,,,,
ADM,111.40625,14260.0,Fp2,UP,459.45893148635616,,,,
ADM,111.4140625,14261.0,T5,DN,-427.27952603592047,,,,
ADM,111.4296875,14263.0,F4,UP,424.76462511259246,,,,
ADM,111.4375,14264.0,T6,UP,532.9659592189896,,,,
ADM,111.46875,14268.0,F7,DN,-405.6735001542667,,,,
ADM,111.46875,14268.0,Fp1,DN,-411.8961266350006,,,,
ADM,111.46875,14268.0,P4,UP,414.4583263756784,,,,
ADM,111.4765625,14269.0,T6,UP,560.3540358745126,,,,
ADM,111.4921875,14271.0,F3,DN,-461.5209454013391,,,,
ADM,111.4921875,14271.0,T3,DN,-411.03121870323497,,,,
ADM,111.5,14272.0,Pz,DN,-440.1624037278702,,,,
ADM,111.5078125,14273.0,T6,UP,527.2691193155174,,,,
ADM,111.53125,14276.0,C3,DN,-402.982411512068,,,,
ADM,111.59375,14284.0,F4,UP,459.2549972599133,,,,
ADM,111.59375,14284.0,F7,DN,-483.0430288142606,,,,
ADM,111.59375,14284.0,O1,DN,-401.3186621280874,,,,
ADM,111.59375,14284.0,Pz,DN,-437.51719938536513,,,,
ADM,111.609375,14286.0,T6,UP,455.09960849625776,,,,
ADM,111.6171875,14287.0,C4,UP,420.8087886293435,,,,
ADM,111.6328125,14289.0,T5,DN,-422.8468369382764,,,,
ADM,111.65625,14292.0,Cz,UP,416.8448457275861,,,,
ADM,111.6640625,14293.0,O2,UP,476.22187844466725,,,,
ADM,111.6796875,14295.0,F8,UP,431.3698761254099,,,,
ADM,111.6796875,14295.0,P3,DN,-412.03063292171805,,,,
ADM,111.6796875,14295.0,T6,DN,-518.0701115545553,,,,
ADM,111.6953125,14297.0,Pz,UP,436.37013190940036,,,,
ADM,111.6953125,14297.0,T4,UP,431.8310577798181,,,,
ADM,111.703125,14298.0,F4,DN,-464.9693803665697,,,,
ADM,111.703125,14298.0,T6,DN,-554.9946708542012,,,,
ADM,111.71875,14300.0,F7,UP,484.1316936726067,,,,
ADM,111.734375,14302.0,T6,DN,-552.5701897549598,,,,
ADM,111.7421875,14303.0,T5,UP,429.6053024937718,,,,
ADM,111.75,14304.0,O1,UP,422.7631695357513,,,,
ADM,111.7734375,14307.0,Pz,UP,432.5711027267,,,,
ADM,111.7734375,14307.0,T6,DN,-472.4169968439987,,,,
ADM,111.796875,14310.0,T3,UP,443.246706990607,,,,
ADM,111.8046875,14311.0,C3,UP,435.58730048404897,,,,
ADM,111.8046875,14311.0,P4,DN,-458.48915627968313,,,,
ADM,111.8125,14312.0,F7,UP,405.65564858958726,,,,
ADM,111.8203125,14313.0,F3,UP,429.41416546973113,,,,
ADM,111.8203125,14313.0,Fp1,UP,404.00796292829324,,,,
ADM,111.828125,14314.0,Fp2,DN,-419.44670364484796,,,,
ADM,111.828125,14314.0,T4,DN,-423.2810580083639,,,,
ADM,111.8359375,14315.0,Cz,DN,-406.4622276356913,,,,
ADM,111.859375,14318.0,P3,UP,443.0117390873817,,,,
ADM,111.8671875,14319.0,T6,UP,481.51828439566134,,,,
ADM,111.890625,14322.0,F4,DN,-431.88910429607375,,,,
ADM,111.890625,14322.0,F8,DN,-400.7819913843488,,,,
ADM,111.9140625,14325.0,C4,DN,-411.99005444841026,,,,
ADM,111.921875,14326.0,O2,DN,-417.89962769944765,,,,
ADM,111.9296875,14327.0,Fz,UP,464.0957580549714,,,,
ADM,111.9375,14328.0,T6,UP,428.9683451450116,,,,
ADM,111.9921875,14335.0,Cz,DN,-432.9056528730485,,,,
ADM,111.9921875,14335.0,Pz,DN,-414.33176641297723,,,,
ADM,112.0390625,14341.0,P4,DN,-416.3242282108066,,,,
ADM,112.0625,14344.0,O1,UP,464.0520330862132,,,,
ADM,112.0625,14344.0,T4,DN,-452.8166209524585,,,,
ADM,112.09375,14348.0,O2,DN,-438.8772964197071,,,,
ADM,112.109375,14350.0,F8,DN,-408.1047553927882,,,,
ADM,112.109375,14350.0,Fp2,DN,-426.87129050906907,,,,
ADM,112.109375,14350.0,Pz,UP,498.04673907696576,,,,
ADM,112.125,14352.0,T5,UP,410.7231427045946,,,,
ADM,112.1484375,14355.0,T6,DN,-430.7966832370432,,,,
ADM,112.171875,14358.0,P3,UP,419.5279928675271,,,,
ADM,112.1796875,14359.0,T6,DN,-401.9599459476374,,,,
ADM,112.203125,14362.0,F3,UP,493.86395867167977,,,,
ADM,112.21875,14364.0,O2,UP,444.3000179996776,,,,
ADM,112.21875,14364.0,T4,UP,430.14715798755486,,,,
ADM,112.2265625,14365.0,Pz,DN,-423.3671251349953,,,,
ADM,112.234375,14366.0,Cz,UP,413.6601970552415,,,,
ADM,112.234375,14366.0,F8,UP,430.57460390883915,,,,
ADM,112.234375,14366.0,Fp2,UP,420.7321280377757,,,,
ADM,112.25,14368.0,F7,DN,-407.82673981298655,,,,
ADM,112.265625,14370.0,O1,DN,-423.58735163468725,,,,
ADM,112.2734375,14371.0,F4,UP,491.7512250615995,,,,
ADM,112.2734375,14371.0,P4,UP,461.60796195391293,,,,
ADM,112.28125,14372.0,C4,UP,454.13677393014206,,,,
ADM,112.28125,14372.0,T6,UP,472.43669148121444,,,,
ADM,112.328125,14378.0,T6,DN,-482.91605809064396,,,,
ADM,112.359375,14382.0,P4,UP,463.66777438260027,,,,
ADM,112.3984375,14387.0,F3,DN,-404.56945952725374,,,,
ADM,112.4140625,14389.0,T6,UP,498.63023438088874,,,,
ADM,112.421875,14390.0,P3,DN,-434.42122513216344,,,,
ADM,112.4375,14392.0,T5,DN,-419.0077771964908,,,,
ADM,112.4375,14392.0,T6,UP,974.2231402725782,,,,
ADM,112.4453125,14393.0,C3,DN,-410.4089715082332,,,,
ADM,112.4453125,14393.0,T3,DN,-427.49213432751685,,,,
ADM,112.4609375,14395.0,T6,UP,443.24926737373073,,,,
ADM,112.4921875,14399.0,P4,DN,-412.5150701887417,,,,
ADM,112.5234375,14403.0,T6,DN,-420.57072366181137,,,,
ADM,112.6015625,14413.0,F3,DN,-461.31593695895214,,,,
ADM,112.6015625,14413.0,F7,DN,-475.4401553839598,,,,
ADM,112.6015625,14413.0,Fz,DN,-476.8737874833532,,,,
ADM,112.6015625,14413.0,Pz,DN,-543.9036598132666,,,,
ADM,112.609375,14414.0,O1,DN,-550.4951560112814,,,,
ADM,112.625,14416.0,Fp1,DN,-405.68750160391045,,,,
ADM,112.625,14416.0,O2,UP,530.7621820794571,,,,
ADM,112.6328125,14417.0,Cz,UP,452.6764415562026,,,,
ADM,112.6328125,14417.0,F4,UP,425.65299227883474,,,,
ADM,112.6328125,14417.0,Fp2,UP,536.8017688412768,,,,
ADM,112.6328125,14417.0,T4,UP,424.98476581306096,,,,
ADM,112.640625,14418.0,F8,UP,461.6962473085295,,,,
ADM,112.640625,14418.0,P4,UP,463.7787515946026,,,,
ADM,112.640625,14418.0,T3,DN,-405.7330182039848,,,,
ADM,112.640625,14418.0,T5,DN,-406.77675044389076,,,,
ADM,112.6484375,14419.0,C3,DN,-504.9866302035852,,,,
ADM,112.6484375,14419.0,C4,UP,542.8399893607235,,,,
ADM,112.65625,14420.0,F7,DN,-400.36427625326445,,,,
ADM,112.6640625,14421.0,Pz,DN,-424.4315166821959,,,,
ADM,112.671875,14422.0,F3,DN,-435.62273941872957,,,,
ADM,112.671875,14422.0,F4,UP,484.31186221649466,,,,
ADM,112.671875,14422.0,Fz,DN,-405.3966785535756,,,,
ADM,112.6796875,14423.0,P3,DN,-432.91869952043174,,,,
ADM,112.6796875,14423.0,P4,UP,500.16640178660447,,,,
ADM,112.6796875,14423.0,T6,UP,486.15281897505196,,,,
ADM,112.6875,14424.0,Fp1,DN,-417.41081566538486,,,,
ADM,112.734375,14430.0,O1,DN,-426.76539207998303,,,,
